#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os2055#DNAnona/MULE	DNAnona/MULE	TIR_transposon	10	94	12	12	8,9	904	83	0
Os2076#DNAnona/MULE	DNAnona/MULE	TIR_transposon	19	88	17	8	8,9	1844	89	0
Os2081#DNAnona/MULE	DNAnona/MULE	TIR_transposon	39	83	2	17	8,9	381	85	0
Os2084#DNAnona/MULE	DNAnona/MULE	TIR_transposon	8	83	8	13	8,9	1282	92	0
Os2089#DNAauto/MULE	DNAauto/MULE	TIR_transposon	25	80	5	19	8,9	9885	98	0
Os2093#DNAnona/MULE	DNAnona/MULE	TIR_transposon	36	92	10	16	8,9	3531	93	0
Os2109#DNAnona/MULE	DNAnona/MULE	TIR_transposon	100	84	6	13	8,9	855	87	0
Os2156#DNAnona/MULE	DNAnona/MULE	TIR_transposon	98	88	12	15	8,9	635	87	0
Os2178#DNAnona/MULE	DNAnona/MULE	TIR_transposon	86	86	3	6	8,9	1319	88	0
Os2188#DNAnona/MULE	DNAnona/MULE	TIR_transposon	97	81	13	12	8,9	845	88	0
Os2189#DNAnona/MULE	DNAnona/MULE	TIR_transposon	77	93	17	19	8,9	254	91	0
Os2270#DNAauto/MULE	DNAauto/MULE	TIR_transposon	47	90	6	11	8,9	11898	82	0
Os2271#DNAnona/MULE	DNAnona/MULE	TIR_transposon	72	93	13	11	8,9	1104	87	0
Os2274#DNAauto/MULE	DNAauto/MULE	TIR_transposon	46	81	17	6	8,9	4779	94	0
Os2285#DNAnona/MULE	DNAnona/MULE	TIR_transposon	86	92	11	14	8,9	954	80	0
Os2307#DNAauto/MULE	DNAauto/MULE	TIR_transposon	68	95	16	16	8,9	15287	91	0
Os2313#DNAnona/MULE	DNAnona/MULE	TIR_transposon	29	90	4	15	8,9	646	93	0
Os2316#DNAnona/MULE	DNAnona/MULE	TIR_transposon	58	95	2	19	8,9	544	91	0
Os2318#DNAnona/MULE	DNAnona/MULE	TIR_transposon	30	92	9	11	8,9	1390	88	0
Os2336#DNAnona/MULE	DNAnona/MULE	TIR_transposon	88	90	1	16	8,9	270	90	0
Os2345#DNAnona/MULE	DNAnona/MULE	TIR_transposon	32	94	12	19	8,9	1013	88	0
Os2356#DNAnona/MULE	DNAnona/MULE	TIR_transposon	57	88	20	16	8,9	254	86	0
Os2357#DNAnona/MULE	DNAnona/MULE	TIR_transposon	40	84	6	14	8,9	1368	91	0
Os2399#DNAnona/MULE	DNAnona/MULE	TIR_transposon	90	93	9	7	8,9	422	96	0
Os2403#DNAnona/MULE	DNAnona/MULE	TIR_transposon	91	83	5	11	8,9	551	84	0
Os2411#DNAnona/MULE	DNAnona/MULE	TIR_transposon	79	81	5	9	8,9	1324	97	0
Os2415#DNAnona/MULE	DNAnona/MULE	TIR_transposon	21	93	9	17	8,9	1242	89	0
Os2437#DNAnona/MULE	DNAnona/MULE	TIR_transposon	30	84	14	16	8,9	1476	81	0
Os2449#DNAnona/MULE	DNAnona/MULE	TIR_transposon	82	88	10	18	8,9	678	80	0
Os2453#DNAauto/MULE	DNAauto/MULE	TIR_transposon	35	86	17	13	8,9	16456	85	0
Os2495#DNAnona/MULE	DNAnona/MULE	TIR_transposon	20	81	12	8	8,9	388	93	0
Os2496#DNAnona/MULE	DNAnona/MULE	TIR_transposon	48	80	16	8	8,9	415	83	0
Os2540#DNAnona/MULE	DNAnona/MULE	TIR_transposon	57	93	16	13	8,9	539	95	0
Os2550#DNAnona/MULE	DNAnona/MULE	TIR_transposon	90	91	1	10	8,9	725	92	0
Os2585#DNAauto/MULE	DNAauto/MULE	TIR_transposon	43	86	12	7	8,9	4019	80	0
Os2623#DNAauto/MULE	DNAauto/MULE	TIR_transposon	66	95	17	16	8,9	3989	93	0
Os2668#DNAnona/MULE	DNAnona/MULE	TIR_transposon	6	83	7	14	8,9	2316	82	0
Os2701#DNAnona/MULE	DNAnona/MULE	TIR_transposon	68	84	6	16	8,9	519	94	0
Os2714#DNAnona/MULE	DNAnona/MULE	TIR_transposon	30	89	15	18	8,9	932	89	0
Os2732#DNAauto/MULE	DNAauto/MULE	TIR_transposon	66	84	14	20	8,9	4681	84	0
Os2762#DNAnona/MULE	DNAnona/MULE	TIR_transposon	92	89	20	5	8,9	328	92	0
Os2766#DNAnona/MULE	DNAnona/MULE	TIR_transposon	46	93	10	19	8,9	761	87	0
Os2783#DNAauto/MULE	DNAauto/MULE	TIR_transposon	7	90	1	13	8,9	12987	91	0
Os2788#DNAauto/MULE	DNAauto/MULE	TIR_transposon	90	90	3	5	8,9	7483	80	0
Os2805#DNAnona/MULE	DNAnona/MULE	TIR_transposon	20	89	6	15	8,9	807	97	0
Os2806#DNAnona/MULE	DNAnona/MULE	TIR_transposon	97	83	14	14	8,9	1121	81	0
Os2835#DNAauto/MULE	DNAauto/MULE	TIR_transposon	64	83	19	6	8,9	4801	82	0
Os2905#DNAnona/MULE	DNAnona/MULE	TIR_transposon	23	86	20	12	8,9	708	82	0
Os2941#DNAauto/MULE	DNAauto/MULE	TIR_transposon	43	93	13	13	8,9	11159	92	0
Os2991#DNAnona/MULE	DNAnona/MULE	TIR_transposon	41	87	16	15	8,9	801	86	0
Os3034#DNAnona/MULE	DNAnona/MULE	TIR_transposon	77	85	2	6	8,9	1533	80	0
Os3072#DNAnona/MULE	DNAnona/MULE	TIR_transposon	56	94	19	17	8,9	1360	84	0
Os3140#DNAnona/MULE	DNAnona/MULE	TIR_transposon	55	87	15	14	8,9	1500	84	0
Os3240#DNAnona/MULE	DNAnona/MULE	TIR_transposon	9	90	13	18	8,9	590	85	0
Os3277#DNAnona/MULE	DNAnona/MULE	TIR_transposon	66	93	7	8	8,9	2855	86	0
Os3282#DNAnona/MULE	DNAnona/MULE	TIR_transposon	12	81	13	8	8,9	1797	83	0
Os3284#DNAnona/MULE	DNAnona/MULE	TIR_transposon	90	82	16	19	8,9	768	95	0
Os3289#DNAnona/MULE	DNAnona/MULE	TIR_transposon	11	83	4	9	8,9	964	89	0
Os3295#DNAauto/MULE	DNAauto/MULE	TIR_transposon	82	80	11	18	8,9	5449	87	0
Os3333#DNAauto/MULE	DNAauto/MULE	TIR_transposon	20	90	6	16	8,9	7648	88	0
Os3336#DNAnona/MULE	DNAnona/MULE	TIR_transposon	70	87	18	13	8,9	740	97	0
Os3337#DNAnona/MULE	DNAnona/MULE	TIR_transposon	19	90	9	18	8,9	1402	94	0
Os3338#DNAnona/MULE	DNAnona/MULE	TIR_transposon	18	89	5	8	8,9	4807	80	0
Os3339#DNAauto/MULE	DNAauto/MULE	TIR_transposon	67	94	6	9	8,9	5487	88	0
Os3349#DNAnona/MULE	DNAnona/MULE	TIR_transposon	6	84	15	8	8,9	1137	82	0
Os3352#DNAnona/MULE	DNAnona/MULE	TIR_transposon	84	82	4	10	8,9	967	89	0
Os3360#DNAauto/MULE	DNAauto/MULE	TIR_transposon	20	86	7	6	8,9	6768	83	0
Os3361#DNAauto/MULE	DNAauto/MULE	TIR_transposon	19	86	6	18	8,9	4054	80	0
Os3362#DNAauto/MULE	DNAauto/MULE	TIR_transposon	14	86	5	5	8,9	2380	96	0
Os3363#DNAauto/MULE	DNAauto/MULE	TIR_transposon	100	91	7	17	8,9	5004	86	0
Os3364#DNAauto/MULE	DNAauto/MULE	TIR_transposon	73	85	4	11	8,9	4683	80	0
Os3365#DNAauto/MULE	DNAauto/MULE	TIR_transposon	79	95	9	19	8,9	4118	98	0
Os3366#DNAauto/MULE	DNAauto/MULE	TIR_transposon	55	80	20	7	8,9	3779	96	0
Os3367#DNAauto/MULE	DNAauto/MULE	TIR_transposon	68	95	4	6	8,9	4881	88	0
Os3368#DNAauto/MULE	DNAauto/MULE	TIR_transposon	16	93	2	20	8,9	3265	86	0
Os3369#DNAauto/MULE	DNAauto/MULE	TIR_transposon	68	82	4	14	8,9	4745	81	0
Os3370#DNAauto/MULE	DNAauto/MULE	TIR_transposon	63	86	13	12	8,9	3676	88	0
Os3371#DNAauto/MULE	DNAauto/MULE	TIR_transposon	70	94	11	15	8,9	5225	95	0
Os3372#DNAauto/MULE	DNAauto/MULE	TIR_transposon	57	95	19	13	8,9	4591	98	0
Os3373#DNAauto/MULE	DNAauto/MULE	TIR_transposon	25	91	13	5	8,9	5190	86	0
Os3374#DNAauto/MULE	DNAauto/MULE	TIR_transposon	16	89	13	6	8,9	5385	84	0
Os3375#DNAauto/MULE	DNAauto/MULE	TIR_transposon	80	80	17	11	8,9	5268	86	0
Os3376#DNAauto/MULE	DNAauto/MULE	TIR_transposon	21	92	1	10	8,9	4496	89	0
Os3377#DNAauto/MULE	DNAauto/MULE	TIR_transposon	99	88	11	18	8,9	4417	81	0
Os3378#DNAauto/MULE	DNAauto/MULE	TIR_transposon	45	83	1	8	8,9	4395	91	0
Os3379#DNAauto/MULE	DNAauto/MULE	TIR_transposon	37	90	13	20	8,9	5082	84	0
Os3380#DNAauto/MULE	DNAauto/MULE	TIR_transposon	27	93	12	19	8,9	4728	92	0
Os3381#DNAauto/MULE	DNAauto/MULE	TIR_transposon	13	93	15	18	8,9	3985	84	0
Os3382#DNAauto/MULE	DNAauto/MULE	TIR_transposon	75	80	15	13	8,9	5740	83	0
Os3383#DNAauto/MULE	DNAauto/MULE	TIR_transposon	66	86	20	13	8,9	4821	93	0
Os3384#DNAauto/MULE	DNAauto/MULE	TIR_transposon	11	91	20	10	8,9	5631	91	0
Os3385#DNAauto/MULE	DNAauto/MULE	TIR_transposon	38	92	14	11	8,9	5215	91	0
Os3386#DNAauto/MULE	DNAauto/MULE	TIR_transposon	72	82	17	11	8,9	3728	91	0
Os3387#DNAauto/MULE	DNAauto/MULE	TIR_transposon	79	92	15	5	8,9	5104	90	0
Os3388#DNAauto/MULE	DNAauto/MULE	TIR_transposon	62	92	20	15	8,9	5513	90	0
Os3389#DNAauto/MULE	DNAauto/MULE	TIR_transposon	83	86	19	16	8,9	3730	96	0
Os3390#DNAauto/MULE	DNAauto/MULE	TIR_transposon	37	83	16	19	8,9	4921	91	0
Os3391#DNAauto/MULE	DNAauto/MULE	TIR_transposon	69	84	5	13	8,9	5764	93	0
Os3392#DNAauto/MULE	DNAauto/MULE	TIR_transposon	99	85	20	11	8,9	5668	94	0
Os3393#DNAauto/MULE	DNAauto/MULE	TIR_transposon	30	91	20	19	8,9	4926	88	0
Os3394#DNAauto/MULE	DNAauto/MULE	TIR_transposon	31	89	14	10	8,9	5410	95	0
Os3395#DNAauto/MULE	DNAauto/MULE	TIR_transposon	12	93	9	11	8,9	4768	83	0
Os3399#DNAnona/MULE	DNAnona/MULE	TIR_transposon	55	81	9	7	8,9	504	91	0
Os3442#DNAnona/MULE	DNAnona/MULE	TIR_transposon	23	80	13	18	8,9	200	91	0
Os3443#DNAauto/MULE	DNAauto/MULE	TIR_transposon	23	88	18	9	8,9	15062	87	0
Os3595#DNAnona/MULE	DNAnona/MULE	TIR_transposon	48	81	18	18	8,9	746	90	0
Os3599#DNAnona/MULE	DNAnona/MULE	TIR_transposon	14	93	15	9	8,9	1247	83	0
Os3632#DNAnona/MULE	DNAnona/MULE	TIR_transposon	50	89	14	16	8,9	1186	87	0
Os3633#DNAnona/MULE	DNAnona/MULE	TIR_transposon	54	84	14	14	8,9	1559	84	0
Os3634#DNAnona/MULE	DNAnona/MULE	TIR_transposon	45	92	19	13	8,9	720	84	0
Os3635#DNAauto/MULE	DNAauto/MULE	TIR_transposon	52	95	12	5	8,9	3938	86	0
Os3636#DNAauto/MULE	DNAauto/MULE	TIR_transposon	57	90	3	19	8,9	3399	82	0
Os3637#DNAnona/MULE	DNAnona/MULE	TIR_transposon	40	80	2	5	8,9	453	93	0
Os3648#DNAauto/MULE	DNAauto/MULE	TIR_transposon	80	82	5	12	8,9	4619	91	0
Os3649#DNAauto/MULE	DNAauto/MULE	TIR_transposon	43	82	8	10	8,9	4616	90	0
Os3650#DNAauto/MULE	DNAauto/MULE	TIR_transposon	23	87	6	20	8,9	4661	87	0
ATDNATA1#DNA/Mariner	DNA/Mariner	TIR_transposon	94	82	1	19	2,2	241	94	0
ATHPOGO#DNA/Mariner	DNA/Mariner	TIR_transposon	63	93	14	5	2,2	2114	82	0
ATHPOGON1#DNA/Mariner	DNA/Mariner	TIR_transposon	81	87	6	8	2,2	538	86	0
ATHPOGON2#DNA/Mariner	DNA/Mariner	TIR_transposon	12	91	4	12	2,2	691	87	0
ATHPOGON3#DNA/Mariner	DNA/Mariner	TIR_transposon	88	87	19	10	2,2	712	82	0
ATTIRTA1#DNA/Mariner	DNA/Mariner	TIR_transposon	27	89	11	6	2,2	265	88	0
DT1#DNA/Mariner	DNA/Mariner	TIR_transposon	21	87	4	6	2,2	262	81	0
ATREP1#DNA/Helitron	DNA/Helitron	Helitron	88	94	16	8	0,0	888	98	0
ATREP10B#DNA/Helitron	DNA/Helitron	Helitron	57	87	10	6	0,0	1821	86	0
ATREP10C#DNA/Helitron	DNA/Helitron	Helitron	37	91	5	5	0,0	653	97	0
ATREP10D#DNA/Helitron	DNA/Helitron	Helitron	9	88	3	19	0,0	777	81	0
ATREP11#DNA/Helitron	DNA/Helitron	Helitron	41	83	19	19	0,0	1053	93	0
ATREP11A#DNA/Helitron	DNA/Helitron	Helitron	25	84	7	6	0,0	1003	89	0
ATREP12#DNA/Helitron	DNA/Helitron	Helitron	63	88	8	16	0,0	1342	85	0
ATREP13#DNA/Helitron	DNA/Helitron	Helitron	5	81	13	13	0,0	648	93	0
ATREP14#DNA/Helitron	DNA/Helitron	Helitron	83	90	9	20	0,0	737	83	0
ATREP15#DNA/Helitron	DNA/Helitron	Helitron	72	84	10	5	0,0	1769	87	0
ATREP2#DNA/Helitron	DNA/Helitron	Helitron	53	80	17	6	0,0	564	84	0
ATREP20#DNA/Helitron	DNA/Helitron	Helitron	5	80	15	8	0,0	2144	83	0
ATREP21#DNA/Helitron	DNA/Helitron	Helitron	67	82	1	7	0,0	484	98	0
ATREP2A#DNA/Helitron	DNA/Helitron	Helitron	99	91	20	8	0,0	603	98	0
ATREP3#DNA/Helitron	DNA/Helitron	Helitron	67	86	18	7	0,0	2097	90	0
ATREP4#DNA/Helitron	DNA/Helitron	Helitron	39	86	18	12	0,0	2240	98	0
ATREP5#DNA/Helitron	DNA/Helitron	Helitron	64	91	12	20	0,0	2386	85	0
ATREP6#DNA/Helitron	DNA/Helitron	Helitron	81	89	3	19	0,0	1189	96	0
ATREP7#DNA/Helitron	DNA/Helitron	Helitron	87	80	5	12	0,0	940	92	0
ATREP8#DNA/Helitron	DNA/Helitron	Helitron	56	92	20	20	0,0	1077	90	0
ATREP9#DNA/Helitron	DNA/Helitron	Helitron	15	89	19	17	0,0	899	83	0
HELITRON1#DNA/Helitron	DNA/Helitron	Helitron	78	95	9	12	0,0	15809	88	0
HELITRON2#DNA/Helitron	DNA/Helitron	Helitron	97	80	5	20	0,0	11435	92	0
HELITRON3#DNA/Helitron	DNA/Helitron	Helitron	19	89	18	9	0,0	15333	80	0
HELITRON4#DNA/Helitron	DNA/Helitron	Helitron	89	87	7	7	0,0	17261	93	0
HELITRON5#DNA/Helitron	DNA/Helitron	Helitron	17	89	17	13	0,0	12495	89	0
HELITRONY1A#DNA/Helitron	DNA/Helitron	Helitron	35	94	11	9	0,0	1348	84	0
HELITRONY1B#DNA/Helitron	DNA/Helitron	Helitron	6	80	7	10	0,0	1311	90	0
HELITRONY1C#DNA/Helitron	DNA/Helitron	Helitron	100	94	3	5	0,0	3058	89	0
HELITRONY1D#DNA/Helitron	DNA/Helitron	Helitron	18	89	9	11	0,0	2541	81	0
HELITRONY1E#DNA/Helitron	DNA/Helitron	Helitron	11	93	11	15	0,0	1291	83	0
HELITRONY2#DNA/Helitron	DNA/Helitron	Helitron	66	90	14	9	0,0	11114	88	0
HELITRONY3#DNA/Helitron	DNA/Helitron	Helitron	52	91	9	9	0,0	5166	85	0
HELITRONY3A#DNA/Helitron	DNA/Helitron	Helitron	44	86	11	8	0,0	3315	82	0
Os0011#DNAnona/Helitron	DNAnona/Helitron	Helitron	81	80	11	12	0,0	1039	84	0
Os0022#DNAnona/Helitron	DNAnona/Helitron	Helitron	27	82	17	11	0,0	1830	84	0
Os0033#DNAnona/Helitron	DNAnona/Helitron	Helitron	23	92	1	15	0,0	2086	82	0
Os0050#DNAnona/Helitron	DNAnona/Helitron	Helitron	68	87	16	17	0,0	2725	94	0
Os0059#DNAnona/Helitron	DNAnona/Helitron	Helitron	41	94	1	13	0,0	305	97	0
Os0126#DNAnona/Helitron	DNAnona/Helitron	Helitron	61	86	9	18	0,0	312	83	0
Os0127#DNAnona/Helitron	DNAnona/Helitron	Helitron	70	81	1	8	0,0	671	89	0
Os0153#DNAnona/Helitron	DNAnona/Helitron	Helitron	66	86	19	20	0,0	401	95	0
Os0180#DNAnona/Helitron	DNAnona/Helitron	Helitron	32	88	4	17	0,0	539	84	0
Os0188#DNAnona/Helitron	DNAnona/Helitron	Helitron	10	89	7	12	0,0	2257	98	0
Os0191#DNAnona/Helitron	DNAnona/Helitron	Helitron	11	82	7	18	0,0	1804	83	0
Os0192#DNAnona/Helitron	DNAnona/Helitron	Helitron	81	83	17	10	0,0	299	96	0
Os0213#DNAnona/Helitron	DNAnona/Helitron	Helitron	67	89	12	16	0,0	1499	80	0
Os0223#DNAnona/Helitron	DNAnona/Helitron	Helitron	8	89	18	20	0,0	927	91	0
Os0246#DNAnona/Helitron	DNAnona/Helitron	Helitron	98	93	4	9	0,0	348	97	0
Os0296#DNAnona/Helitron	DNAnona/Helitron	Helitron	70	85	17	18	0,0	349	85	0
Os0308#DNAnona/Helitron	DNAnona/Helitron	Helitron	29	88	10	12	0,0	1449	80	0
Os0330#DNAnona/Helitron	DNAnona/Helitron	Helitron	45	95	14	17	0,0	1443	95	0
Os0355#DNAnona/Helitron	DNAnona/Helitron	Helitron	35	81	14	17	0,0	616	90	0
Os0435#DNAnona/Helitron	DNAnona/Helitron	Helitron	73	87	18	11	0,0	1549	95	0
Os0451#DNAnona/Helitron	DNAnona/Helitron	Helitron	86	81	17	9	0,0	2932	84	0
Os0452#DNAnona/Helitron	DNAnona/Helitron	Helitron	46	89	3	7	0,0	2455	82	0
Os0457#DNAnona/Helitron	DNAnona/Helitron	Helitron	63	81	2	5	0,0	1934	96	0
Os0473#DNAauto/Helitron	DNAauto/Helitron	Helitron	98	80	3	15	0,0	2535	88	0
Os0497#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	85	6	14	0,0	1109	90	0
Os0501#DNAnona/Helitron	DNAnona/Helitron	Helitron	72	82	8	5	0,0	727	88	0
Os0502#DNAnona/Helitron	DNAnona/Helitron	Helitron	22	92	20	17	0,0	3142	82	0
Os0508#DNAnona/Helitron	DNAnona/Helitron	Helitron	31	80	16	16	0,0	1703	95	0
Os0512#DNAnona/Helitron	DNAnona/Helitron	Helitron	98	87	3	7	0,0	3117	89	0
Os0522#DNAnona/Helitron	DNAnona/Helitron	Helitron	86	93	2	6	0,0	2068	81	0
Os0523_ICR#DNAnona/Helitron	DNAnona/Helitron	Helitron	78	86	19	15	0,0	3107	85	0
Os0541#DNAnona/Helitron	DNAnona/Helitron	Helitron	14	92	19	12	0,0	282	90	0
Os0579#DNAnona/Helitron	DNAnona/Helitron	Helitron	37	80	8	6	0,0	283	81	0
Os0602#DNAnona/Helitron	DNAnona/Helitron	Helitron	35	82	6	18	0,0	9068	81	0
Os0641#DNAnona/Helitron	DNAnona/Helitron	Helitron	59	90	18	5	0,0	1148	82	0
Os0644#DNAnona/Helitron	DNAnona/Helitron	Helitron	81	85	13	15	0,0	1065	86	0
Os0653#DNAnona/Helitron	DNAnona/Helitron	Helitron	94	94	5	5	0,0	874	97	0
Os0664#DNAnona/Helitron	DNAnona/Helitron	Helitron	79	95	16	11	0,0	3442	94	0
Os0669#DNAnona/Helitron	DNAnona/Helitron	Helitron	5	87	2	15	0,0	2810	86	0
Os0670#DNAnona/Helitron	DNAnona/Helitron	Helitron	71	92	12	18	0,0	3131	84	0
Os0672#DNAnona/Helitron	DNAnona/Helitron	Helitron	99	82	12	7	0,0	1089	86	0
Os0688#DNAnona/Helitron	DNAnona/Helitron	Helitron	51	80	4	11	0,0	3598	90	0
Os0690#DNAnona/Helitron	DNAnona/Helitron	Helitron	65	85	18	15	0,0	11892	84	0
Os0695#DNAnona/Helitron	DNAnona/Helitron	Helitron	12	92	4	11	0,0	2635	81	0
Os0707#DNAauto/Helitron	DNAauto/Helitron	Helitron	52	95	11	7	0,0	8007	80	0
Os0711#DNAnona/Helitron	DNAnona/Helitron	Helitron	88	90	10	10	0,0	2544	96	0
Os0714#DNAnona/Helitron	DNAnona/Helitron	Helitron	76	91	11	14	0,0	2556	87	0
Os0718#DNAnona/Helitron	DNAnona/Helitron	Helitron	98	88	4	11	0,0	3142	84	0
Os0732#DNAnona/Helitron	DNAnona/Helitron	Helitron	62	80	1	6	0,0	546	83	0
Os0755#DNAnona/Helitron	DNAnona/Helitron	Helitron	78	85	9	7	0,0	5372	88	0
Os0767#DNAnona/Helitron	DNAnona/Helitron	Helitron	80	80	9	14	0,0	2423	83	0
Os0768#DNAnona/Helitron	DNAnona/Helitron	Helitron	100	87	11	20	0,0	1679	94	0
Os0776#DNAnona/Helitron	DNAnona/Helitron	Helitron	42	81	5	17	0,0	4040	94	0
Os0787#DNAnona/Helitron	DNAnona/Helitron	Helitron	67	82	4	19	0,0	4083	84	0
Os0788#DNAnona/Helitron	DNAnona/Helitron	Helitron	60	80	5	9	0,0	2441	80	0
Os0791#DNAnona/Helitron	DNAnona/Helitron	Helitron	67	95	7	15	0,0	4834	89	0
Os0818#DNAnona/Helitron	DNAnona/Helitron	Helitron	88	91	5	11	0,0	1204	88	0
Os0820_ICR#DNAnona/Helitron	DNAnona/Helitron	Helitron	11	85	10	11	0,0	426	96	0
Os0823#DNAnona/Helitron	DNAnona/Helitron	Helitron	84	92	2	20	0,0	3961	83	0
Os0832#DNAnona/Helitron	DNAnona/Helitron	Helitron	79	91	19	8	0,0	3592	88	0
Os0839#DNAnona/Helitron	DNAnona/Helitron	Helitron	47	95	17	17	0,0	600	98	0
Os0864#DNAnona/Helitron	DNAnona/Helitron	Helitron	10	93	10	19	0,0	447	96	0
Os0868#DNAnona/Helitron	DNAnona/Helitron	Helitron	61	80	4	11	0,0	2872	90	0
Os0871#DNAnona/Helitron	DNAnona/Helitron	Helitron	58	88	11	6	0,0	3461	96	0
Os0884#DNAnona/Helitron	DNAnona/Helitron	Helitron	48	87	10	8	0,0	1508	98	0
Os0903#DNAnona/Helitron	DNAnona/Helitron	Helitron	35	91	4	12	0,0	3374	90	0
Os0904#DNAnona/Helitron	DNAnona/Helitron	Helitron	92	86	11	5	0,0	4245	97	0
Os0906#DNAauto/Helitron	DNAauto/Helitron	Helitron	69	94	10	10	0,0	16547	83	0
Os0908#DNAauto/Helitron	DNAauto/Helitron	Helitron	61	93	14	13	0,0	15164	92	0
Os0913#DNAnona/Helitron	DNAnona/Helitron	Helitron	40	93	1	20	0,0	3112	94	0
Os0918#DNAnona/Helitron	DNAnona/Helitron	Helitron	13	89	13	12	0,0	148	98	0
Os0922#DNAnona/Helitron	DNAnona/Helitron	Helitron	86	87	3	12	0,0	2734	84	0
Os0938#DNAnona/Helitron	DNAnona/Helitron	Helitron	33	80	10	9	0,0	2146	88	0
Os0941#DNAnona/Helitron	DNAnona/Helitron	Helitron	92	93	18	17	0,0	242	91	0
Os0957#DNAnona/Helitron	DNAnona/Helitron	Helitron	7	87	6	7	0,0	2503	91	0
Os0960#DNAnona/Helitron	DNAnona/Helitron	Helitron	72	80	5	12	0,0	3353	82	0
Os0973#DNAnona/Helitron	DNAnona/Helitron	Helitron	72	82	20	17	0,0	1365	82	0
Os0980#DNAauto/Helitron	DNAauto/Helitron	Helitron	66	87	19	8	0,0	2702	95	0
Os0981_ICL#DNAnona/Helitron	DNAnona/Helitron	Helitron	94	86	7	16	0,0	602	98	0
Os0997#DNAnona/Helitron	DNAnona/Helitron	Helitron	20	82	10	7	0,0	2794	91	0
Os1021#DNAnona/Helitron	DNAnona/Helitron	Helitron	18	87	19	14	0,0	331	95	0
Os1026#DNAnona/Helitron	DNAnona/Helitron	Helitron	49	87	1	7	0,0	1184	91	0
Os1037#DNAnona/Helitron	DNAnona/Helitron	Helitron	85	92	18	18	0,0	2387	80	0
Os1038#DNAnona/Helitron	DNAnona/Helitron	Helitron	40	86	14	12	0,0	2509	92	0
Os1070#DNAnona/Helitron	DNAnona/Helitron	Helitron	58	87	2	16	0,0	1176	86	0
Os1071#DNAnona/Helitron	DNAnona/Helitron	Helitron	26	91	10	18	0,0	972	81	0
Os1072#DNAnona/Helitron	DNAnona/Helitron	Helitron	42	88	7	10	0,0	1046	85	0
Os1079#DNAnona/Helitron	DNAnona/Helitron	Helitron	44	82	15	11	0,0	4902	81	0
Os1087#DNAnona/Helitron	DNAnona/Helitron	Helitron	14	83	4	15	0,0	203	96	0
Os1088#DNAnona/Helitron	DNAnona/Helitron	Helitron	48	92	19	13	0,0	363	80	0
Os1089#DNAnona/Helitron	DNAnona/Helitron	Helitron	82	92	20	12	0,0	1658	90	0
Os1111#DNAnona/Helitron	DNAnona/Helitron	Helitron	93	80	2	18	0,0	2132	95	0
Os1115#DNAauto/Helitron	DNAauto/Helitron	Helitron	87	89	13	14	0,0	6564	90	0
Os1118#DNAnona/Helitron	DNAnona/Helitron	Helitron	67	93	11	17	0,0	3304	91	0
Os1135#DNAnona/Helitron	DNAnona/Helitron	Helitron	9	94	20	11	0,0	5008	86	0
Os1142#DNAnona/Helitron	DNAnona/Helitron	Helitron	31	87	6	10	0,0	2322	87	0
Os1152#DNAnona/Helitron	DNAnona/Helitron	Helitron	85	87	15	14	0,0	440	82	0
Os1185#DNAnona/Helitron	DNAnona/Helitron	Helitron	12	84	14	12	0,0	4577	85	0
Os1210#DNAnona/Helitron	DNAnona/Helitron	Helitron	91	92	5	20	0,0	3267	95	0
Os1218#DNAnona/Helitron	DNAnona/Helitron	Helitron	54	85	8	17	0,0	1902	93	0
Os1229#DNAnona/Helitron	DNAnona/Helitron	Helitron	51	86	1	17	0,0	3481	83	0
Os1243#DNAnona/Helitron	DNAnona/Helitron	Helitron	90	82	5	18	0,0	390	94	0
Os1249_IC#DNAnona/Helitron	DNAnona/Helitron	Helitron	13	87	9	9	0,0	635	80	0
Os1270#DNAauto/Helitron	DNAauto/Helitron	Helitron	15	91	5	5	0,0	10082	87	0
Os1277#DNAnona/Helitron	DNAnona/Helitron	Helitron	5	95	1	11	0,0	2953	81	0
Os1283#DNAnona/Helitron	DNAnona/Helitron	Helitron	76	83	16	9	0,0	1202	92	0
Os1291#DNAnona/Helitron	DNAnona/Helitron	Helitron	16	87	20	9	0,0	4351	89	0
Os1325#DNAnona/Helitron	DNAnona/Helitron	Helitron	70	93	19	9	0,0	1307	83	0
Os1356#DNAnona/Helitron	DNAnona/Helitron	Helitron	94	82	3	7	0,0	779	88	0
Os1361#DNAnona/Helitron	DNAnona/Helitron	Helitron	56	82	2	13	0,0	915	93	0
Os1389#DNAnona/Helitron	DNAnona/Helitron	Helitron	76	91	12	13	0,0	4255	85	0
Os1397#DNAnona/Helitron	DNAnona/Helitron	Helitron	40	85	3	13	0,0	2135	82	0
Os1414#DNAnona/Helitron	DNAnona/Helitron	Helitron	34	88	4	19	0,0	3183	95	0
Os1473#DNAnona/Helitron	DNAnona/Helitron	Helitron	17	94	17	12	0,0	1334	89	0
Os1505#DNAnona/Helitron	DNAnona/Helitron	Helitron	29	87	12	20	0,0	4243	80	0
Os1515#DNAnona/Helitron	DNAnona/Helitron	Helitron	87	89	18	8	0,0	2590	83	0
